id,LHNo,Subject:,Date,Tags,Description
159,75-0148,Isabel Walker Drake Family Photo,c. 1900,horse-drawn carriage; turn-of-the-century; residential property; black and white photograph; circular vignette,"A circa 1900 black and white photograph showing a horse-drawn carriage in front of a residential property with large shade trees, featuring the Isabel Walker Drake family's home in Corning, NY."
160,75-0149,Isabel Walker Drake Family Photo,c. 1900,interior room; decorative display cabinet; porcelain collection; wallpapered walls; black and white photograph,"This circa 1900 interior photograph shows an elegant parlor room with floral wallpaper displaying a substantial collection of decorative porcelain and ceramic pieces arranged in a glass-fronted cabinet, with additional decorative items on the mantelpiece and framed artwork on the walls, representing the Isabel Walker Drake family's domestic collection from Corning, NY."
161,75-0150,Isabel Walker Drake Family Photo,c. 1900,family photograph; early 1900s; women; outdoor scenes; black and white photograph,"A composite archival photograph showing the Isabel Walker Drake Family with multiple circular vignettes depicting a woman in Edwardian dress on a porch, people gathered at a riverside or waterfront location, and other outdoor scenes from circa 1900."
162,75-0151,Isabel Walker Drake Family Photo,c. 1900,,
163,75-0152,Isabel Walker Drake Family Photo,c. 1900,,
164,75-0153,Isabel Walker Drake Family Photo,c. 1900,family portrait; early 1900s; victorian clothing; residential street; black and white photograph,"A circa 1900 photograph showing two women in Victorian-era dress standing on a residential street in Corning, NY, with period houses, a picket fence, and bare trees visible in the background, identified as members of the Isabel Walker Drake family."
165,75-0154,Isabel Walker Drake Family Photo,c. 1900,outdoor gathering; baseball game; rural landscape; early 1900s; black and white photograph,"A circa 1900 black and white photograph showing people engaged in a baseball game in an open field with forested hills in the background, likely documenting a recreational activity of the Isabel Walker Drake family in the Corning, NY area."
166,75-0155,Isabel Walker Drake Family Photo,c. 1900,woman seated; large tree; residential buildings; early 1900s; black and white photograph,"A woman identified as part of the Isabel Walker Drake family sits on a log beneath a large bare tree in front of Victorian-era residential buildings in Corning, NY, circa 1900."
167,75-0156,Isabel Walker Drake Family Photo,c. 1900,family portrait; woman with bicycle; early 1900s; residential street; bare trees,"A woman from the Isabel Walker Drake family stands with a bicycle on a wooden porch or boardwalk in front of a residential street lined with bare trees and houses, circa 1900."
168,75-0157,Isabel Walker Drake Family Photo,c. 1900,baseball game; early 1900s; rural landscape; black and white photograph; wooden fence,"A baseball game in progress circa 1900 showing players in period uniforms on a field with wooden fencing, hills, and scattered buildings visible in the background near Corning, NY."
169,75-0158,Isabel Walker Drake Family Photo,c. 1900,family property; bare trees; horse-drawn carriage; picket fence; black and white photograph,"A circa 1900 photograph of the Isabel Walker Drake family property in Corning, NY, showing a residential scene with bare deciduous trees, a white picket fence in the foreground, period buildings, and a horse-drawn carriage on the tree-lined street."
170,75-0159,Isabel Walker Drake Family Photo,c. 1900,family photograph; early 1900s; residential buildings; bare trees; black and white photograph,"A composite archival photograph from circa 1900 showing multiple scenes of the Isabel Walker Drake family in Corning, NY, including outdoor domestic scenes with family members near residential buildings and bare winter trees, with handwritten notations visible on the print margins."
171,75-0160,,,group portrait; outdoor gathering; early 20th century; wooded setting; black and white photograph,"A black and white photograph showing a large group of approximately 40 people, mostly women and children in period dress from the early 1900s, posed together outdoors in a wooded area with a tall tree trunk visible in the center background."
172,75-0161,Isabel Walker Drake Family Photo,c. 1900,horse-drawn carriage; residential property; turn-of-century; circular vignette; black and white photograph,"A circa 1900 black and white photograph showing the Isabel Walker Drake family property in Corning, NY, featuring a horse-drawn carriage on a residential driveway with houses and large trees visible in the background, captured in a circular vignette format."
173,75-0162,Isabel Walker Drake Family Photo,c. 1900,,
174,75-0163,Isabel Walker Drake Family Photo,c. 1900,family group; early 1900s; train platform; period clothing; black and white photograph,"A black and white photograph from circa 1900 showing the Isabel Walker Drake family gathered on a train platform, with adults and children in period dress standing near a passenger car, with handwritten notation visible on the left margin."
175,75-0164,Isabel Walker Drake Family Photo,c. 1900,family group; residential street; early 1900s; wooden houses; black and white photograph,"A circa 1900 photograph showing members of the Isabel Walker Drake family standing in a residential street lined with wooden houses and utility poles in Corning, NY."
176,75-0165,Isabel Walker Drake Family Photo,c. 1900,,
177,75-0166,Isabel Walker Drake Family Photo,c. 1900,family photograph; horse-drawn carriage; early 1900s; rural landscape; black and white photograph,"A black and white photograph from circa 1900 showing the Isabel Walker Drake family with a horse-drawn carriage in a rural setting with bare trees, fencing, and mountains visible in the background."
178,75-0167,Isabel Walker Drake Family Photo,c. 1900,family gathering; early 1900s clothing; umbrellas; street scene; black and white photograph,"A circa 1900 photograph of the Isabel Walker Drake family gathered on a street in Corning, NY, with multiple adults and children dressed in period attire, some holding umbrellas, captured in a circular vignette format typical of early photography."
179,75-0168,Isabel Walker Drake Family Photo,c. 1900,family portrait; early 1900s; women; park setting; black and white photograph,"A circular vignette photograph showing three women in early 1900s attire with elaborate hats and coats standing in a tree-lined park or garden setting, identified as the Isabel Walker Drake Family Photo from circa 1900."
180,75-0169,Isabel Walker Drake Family Photo,c. 1900,steam locomotive; railroad bridge; industrial landscape; river reflection; early 1900s photograph,"A black and white photograph from circa 1900 showing a steam locomotive crossing a metal railroad bridge over a river, with industrial buildings and smokestacks visible in the background landscape of what appears to be Corning, NY."
181,75-0170,Isabel Walker Drake Family Photo,c. 1900,horse-drawn carriage; family group; early 1900s; urban street; black and white photograph,"A circa 1900 photograph of the Isabel Walker Drake family posing with a horse-drawn carriage on a city street, with multi-story buildings visible in the background."
182,75-0171,Isabel Walker Drake Family Photo,c. 1900,stereoscopic view; steamboat; waterfront; early 1900s; black and white photograph,"A stereoscopic card photograph showing a steamboat on a body of water viewed through a circular lens, with a figure visible on the left shore and forested hills in the background, circa 1900."
183,75-0172,Isabel Walker Drake Family Photo,c. 1900,family portrait; outdoor landscape; early 1900s; black and white photograph; rural setting,"A black and white photograph from circa 1900 showing members of the Isabel Walker Drake family standing in a rural landscape with hills, scattered logs, and buildings visible in the background."
184,75-0173,Balloonists,1900,,
185,75-0173,Isabel Walker Drake Family Photo,c. 1900,,
186,75-0174,Isabel Walker Drake Family Photo,c. 1900,baseball game; early 1900s; outdoor sports; black and white photograph; rural landscape,"A circa 1900 baseball game in progress showing players on a field with hills and scattered buildings visible in the background, likely depicting a recreational sporting event from the Isabel Walker Drake family era in Corning, NY."
187,75-0175,Isabel Walker Drake Family Photo,c. 1900,family portrait; bicycle; early 1900s; outdoor; black and white photograph,"A circular vignette photograph showing members of the Isabel Walker Drake family posed outdoors with a bicycle and horse among vegetation, circa 1900, with handwritten notation visible at the bottom of the image."
188,75-0176,Isabel Walker Drake Family Photo,c. 1900,woman; rural road; trees; early automobile; black and white photograph,"A woman in a long dress stands on a tree-lined dirt road circa 1900, with an early automobile visible in the distance, representing the Isabel Walker Drake family photograph from Corning, NY."
189,75-0177,Isabel Walker Drake Family Photo,c. 1900,two women; edwardian fashion; elaborate hats; outdoor setting; black and white photograph,"A black and white photograph from circa 1900 showing two women of the Isabel Walker Drake family wearing elaborate Edwardian-era clothing with large decorated hats, white blouses, and dark skirts, standing outdoors near a corrugated metal structure."
190,75-0178,Isabel Walker Drake Family Photo,c. 1900,baseball game; outdoor sports; early 1900s; rural landscape; black and white photograph,"A circa 1900 black and white photograph showing a baseball game in progress on an open field with multiple players and spectators visible, with trees lining the distant horizon and the image framed in a circular vignette format."
191,75-0179,Isabel Walker Drake Family Photo,c. 1900,,
192,75-0179,Isabel Walker Drake Family Photo,c.1900,,
193,75-0180,Isabel Walker Drake Family Photo,c. 1900,stereoscopic view card; winter scene; snow; early 1900s; women in period dress,"A stereoscopic view card showing two women in dark winter coats and hats standing in a snowy street lined with bare trees and utility poles, circa 1900, likely depicting a scene from Corning, New York or the surrounding region associated with the Isabel Walker Drake family."
194,75-0181,Isabel Walker Drake Family Photo,c. 1900,woman; lakeside; early 1900s; black and white photograph; outdoor portrait,"A woman in early 1900s attire with a dark jacket and hat stands on a rocky beach near a large tree, with boats visible in the water and hills in the background, representing the Isabel Walker Drake family photograph from circa 1900."
195,75-0182,Isabel Walker Drake Family Photo,c. 1900,horse-drawn wagon; clock tower; early 1900s; black and white photograph; urban street scene,"A circa 1900 photograph showing a horse-drawn wagon with passengers on a street in Corning, NY, with a prominent clock tower and classical architecture visible in the background, documenting the Isabel Walker Drake family era."
196,75-0183,Isabel Walker Drake Family Photo,c. 1900,victorian mansion; cedar rapids; black and white photograph; circa 1903; historic architecture,"A black and white photograph of a grand Victorian-era mansion in Cedar Rapids dated April 28, 1903, featuring distinctive turrets, multiple chimneys, and ornate architectural details, with handwritten captions reading ""Coming"" at top and ""Cedar Rapids. Apr. 28-'03"" at bottom."
197,75-0184,Isabel Walker Drake Family Photo,c. 1900,family group portrait; turn-of-the-century clothing; outdoor setting; sepia photograph; Isabel Walker Drake,"A circa 1900 photograph of the Isabel Walker Drake family showing six people in period dress seated outdoors against a stone wall with ivy and trees, with handwritten archival notations visible on the photograph margins."
198,75-0185,Isabel Walker Drake Family Photo,c. 1900,parade; horse-drawn carriages; flags; early 1900s; black and white photograph,"A turn-of-the-century parade scene showing a child in light-colored clothing standing in a street lined with horse-drawn carriages, flags, and formally dressed spectators in what appears to be a Corning, NY civic or commemorative procession circa 1900."
199,75-0186,Isabel Walker Drake Family Photo,c. 1900,winter scene; snow; person walking; bare trees; black and white photograph; early 1900s; circular vignette,"A circular vignette photograph from circa 1900 showing a person in dark clothing walking through a snowy street in Corning, NY, with bare trees, utility poles, and buildings visible in the background, with handwritten notation on the lower right."
200,75-0187,Isabel Walker Drake Family Photo,c. 1900,family portrait; baby carriage; edwardian era; women; outdoor photograph; black and white,A circa 1900 photograph of the Isabel Walker Drake family showing four women in dark Edwardian clothing and feathered hats gathered around an ornate baby carriage in an outdoor setting with bare trees.
201,75-0188,Isabel Walker Drake Family Photo,c. 1900,portrait photograph; military uniform; campaign hat; early 1900s; black and white photograph,"A formal portrait photograph from circa 1900 showing a young man in military dress uniform wearing a campaign hat, identified as part of the Isabel Walker Drake Family Photo collection from Corning, NY."
202,75-0189,Construction,,street construction; horse-drawn equipment; early 1900s; bare trees; crowd of workers,"This circa 1900 photograph shows a street construction scene in Corning, NY with workers and spectators gathered around a horse-drawn scraper or grading equipment on a tree-lined street, documenting early infrastructure work in the community."
203,75-0189,Coopers,,street construction; horse-drawn equipment; early 1900s; bare trees; crowd of workers,"This circa 1900 photograph shows a street construction scene in Corning, NY with workers and spectators gathered around a horse-drawn scraper or grading equipment on a tree-lined street, documenting early infrastructure work in the community."
204,75-0189,Isabel Walker Drake Family Photo,c. 1900,street construction; horse-drawn equipment; early 1900s; bare trees; crowd of workers,"This circa 1900 photograph shows a street construction scene in Corning, NY with workers and spectators gathered around a horse-drawn scraper or grading equipment on a tree-lined street, documenting early infrastructure work in the community."
205,75-0190,Isabel Walker Drake Family Photo,c. 1900,aerial view; rural property; early 1900s; black and white photograph; residential buildings,"An aerial view of the Isabel Walker Drake family property circa 1900, showing multiple residential buildings nestled among dense trees and vegetation on sloping terrain near Corning, NY."
206,75-0191,Isabel Walker Drake Family Photo,c. 1900,corning ny; early 1900s; brick building; hardware store; downtown street,"A photograph from 1901 showing a prominent brick commercial building in Corning, New York with ""Hardware"" signage visible on the facade, featuring ornate architectural details and storefronts on the ground level, associated with the Isabel Walker Drake Family and Ferguson's Drug Store."
207,75-0191,Ferguson's Drug STore,1901,corning ny; early 1900s; brick building; hardware store; downtown street,"A photograph from 1901 showing a prominent brick commercial building in Corning, New York with ""Hardware"" signage visible on the facade, featuring ornate architectural details and storefronts on the ground level, associated with the Isabel Walker Drake Family and Ferguson's Drug Store."
208,75-0192,Alcott Ron & Co.,1889,flood damage; industrial buildings; wooden structures; corning ny; 1889 flood aftermath,"This 1889 black and white photograph shows flood-damaged industrial and residential buildings in Corning, NY, with debris-strewn ground, standing water, railroad tracks in the foreground, and hills visible in the background, documenting the aftermath of flooding that affected the Alcott Ron & Co. area and the Isabel Walker Drake family property."
209,75-0192,Isabel Walker Drake Family Photo,c. 1900,flood damage; industrial buildings; wooden structures; corning ny; 1889 flood aftermath,"This 1889 black and white photograph shows flood-damaged industrial and residential buildings in Corning, NY, with debris-strewn ground, standing water, railroad tracks in the foreground, and hills visible in the background, documenting the aftermath of flooding that affected the Alcott Ron & Co. area and the Isabel Walker Drake family property."
210,75-0192,Floods,1889,flood damage; industrial buildings; wooden structures; corning ny; 1889 flood aftermath,"This 1889 black and white photograph shows flood-damaged industrial and residential buildings in Corning, NY, with debris-strewn ground, standing water, railroad tracks in the foreground, and hills visible in the background, documenting the aftermath of flooding that affected the Alcott Ron & Co. area and the Isabel Walker Drake family property."
211,75-0193,Isabel Walker Drake Family Photo,c. 1900,,
212,75-0193,"Fire Department, Corning, N.Y. ",1936,,
213,75-0194,Corning Homes,1975,victorian house; wood siding; residential architecture; corning ny; black and white photograph; 1975,"A two-story Victorian-style residential home with wood siding, multiple windows, and distinctive peaked rooflines, photographed in 1975 with period automobiles parked in front, representing the Isabel Walker Drake Family home in Corning, New York."
214,75-0194,Isabel Walker Drake Family Photo,c. 1900,victorian house; wood siding; residential architecture; corning ny; black and white photograph; 1975,"A two-story Victorian-style residential home with wood siding, multiple windows, and distinctive peaked rooflines, photographed in 1975 with period automobiles parked in front, representing the Isabel Walker Drake Family home in Corning, New York."
215,75-0195,Corning Homes,1907,victorian house; wooden siding; wraparound porch; turn-of-century architecture; black and white photograph,"A black and white photograph from circa 1900 showing a Victorian-era wooden house with distinctive curved turret, wraparound porch with railings, and large surrounding trees, identified as the Isabel Walker Drake Family home in Corning, NY."
216,75-0195,Isabel Walker Drake Family Photo,c. 1900,victorian house; wooden siding; wraparound porch; turn-of-century architecture; black and white photograph,"A black and white photograph from circa 1900 showing a Victorian-era wooden house with distinctive curved turret, wraparound porch with railings, and large surrounding trees, identified as the Isabel Walker Drake Family home in Corning, NY."
217,75-0196,Corning Homes,1935,victorian house; wood siding; front porch; black and white photograph; corning ny residential architecture,"A black and white photograph of a Victorian-era residential home in Corning, NY, featuring wood siding, a front gable with circular window, wraparound porch with railings, and multiple chimneys, dated circa 1900 and associated with the Isabel Walker Drake family (archive ID 75-0196)."
218,75-0196,Isabel Walker Drake Family Photo,c. 1900,victorian house; wood siding; front porch; black and white photograph; corning ny residential architecture,"A black and white photograph of a Victorian-era residential home in Corning, NY, featuring wood siding, a front gable with circular window, wraparound porch with railings, and multiple chimneys, dated circa 1900 and associated with the Isabel Walker Drake family (archive ID 75-0196)."
219,75-0197,"Delaware, Lackawanna and Western Railroad Trainwreck, Gibson, N.Y. ",1912,railroad wreck; derailed train; casualties; early 1900s; black and white photograph,"This black and white photograph documents the Delaware, Lackawanna and Western Railroad trainwreck near Gibson, N.Y., circa 1900, showing derailed and destroyed train cars with casualties covered in white sheets in the foreground and onlookers gathered at the disaster scene."
220,75-0197,Isabel Walker Drake Family Photo,c. 1900,railroad wreck; derailed train; casualties; early 1900s; black and white photograph,"This black and white photograph documents the Delaware, Lackawanna and Western Railroad trainwreck near Gibson, N.Y., circa 1900, showing derailed and destroyed train cars with casualties covered in white sheets in the foreground and onlookers gathered at the disaster scene."
221,75-0198,"Delaware, Lackawanna and Western Railroad Trainwreck, Gibson, N.Y. ",1912,,
222,75-0198,Isabel Walker Drake Family Photo,c. 1900,,
223,75-0199,Isabel Walker Drake Family Photo,c. 1900,decorative architectural detail; flowering vines; black and white photograph; ornamental molding; circa 1900,"A black and white photograph showing flowering vines and climbing plants growing against an ornately decorated architectural pilaster or column featuring a repeating floral quatrefoil pattern, likely from the Isabel Walker Drake family residence in Corning, NY around 1900."
224,75-0200,"City Incinerator, Corning, N.Y.",1947,city incinerator; industrial infrastructure; corning new york; 1947; black and white photograph,"A black and white photograph from 1947 showing the Corning, New York city incinerator facility with metal fencing, industrial structures, bare trees, residential buildings in the background, and utility poles, documenting mid-20th century municipal waste management infrastructure."
225,75-0201,Isabel Walker Drake Family Photo,c. 1900,family group; rural landscape; wooden fence; early 1900s; black and white photograph,"A black and white photograph from circa 1900 showing members of the Isabel Walker Drake family standing on a rural path with wooden fencing, rolling hills, and farm buildings visible in the background."
226,75-0202,Isabel Walker Drake Family Photo,c. 1900,woman; winter; snow; victorian era clothing; residential street,"A woman from the Isabel Walker Drake family stands in snow-covered ground wearing a long dark coat and hat, photographed circa 1900 in front of a two-story residential building with bare trees visible in the background."
227,75-0203,Isabel Walker Drake Family Photo,c. 1900,woman; winter; snow; early 1900s; rural landscape,"A woman from the Isabel Walker Drake family stands in a snowy landscape wearing early 1900s attire including a dark coat and elaborate hat, with a rural house and bare trees visible in the background."
228,75-0204,Isabel Walker Drake Family Photo,c. 1900,portrait; woman; stone building; early 1900s; black and white photograph,"A woman identified as part of the Isabel Walker Drake Family stands in front of a stone building wearing a dark coat and white hat, circa 1900."
229,75-0205,Isabel Walker Drake Family Photo,c. 1900,family portrait; children; white clothing; outdoor steps; black and white photograph; early 1900s,"A black and white photograph from circa 1900 showing the Isabel Walker Drake family with two young children in white dresses and bonnets seated on exterior stone steps, with additional figures visible in the background near a building entrance."
230,75-0206,"Corning, New York",1914,child; baby carriage; residential street; large tree; black and white photograph,"A 1914 black and white photograph showing a young child in a wicker baby carriage on a residential street in Corning, New York, with a large leafy tree and period houses visible in the background."
231,75-0207,Isabel Walker Drake Family Photo,c.1900,tower; winter; snow; bare trees; black and white photograph,"A black and white photograph showing a tall cylindrical tower with a conical roof surrounded by snow-covered bare branches and vegetation, circa 1900."
232,75-0208,,,group portrait; women; 1940s; formal photograph; black and white,"A formal black and white group portrait of approximately sixteen women arranged in three rows against a plain backdrop, all wearing light-colored dresses typical of the 1940s era."
233,75-0209,,,portrait; military uniform; man; hat; black and white photograph,"A black and white portrait photograph of a man in military uniform wearing a wide-brimmed hat, seated at a table with books, looking directly at the camera."
234,75-0210,,,portrait; military uniform; soldier; world war era; black and white photograph,"A black and white portrait photograph showing a man in military uniform wearing a wide-brimmed campaign hat, with the number ""3"" visible in the lower right corner, likely from a World War I era military identification or documentation series."
235,75-0211,,,world war i; 1918; portrait; military uniform; corning's part in world war,"A black and white portrait photograph from 1918 showing a man in military uniform with the caption ""CORNING'S PART in the WORLD WAR 1918"" at the top, documenting a Corning resident's involvement in World War I."
236,75-0212,,,portrait photograph; navy uniform; sailor; black and white; early 20th century,"A black and white portrait photograph of a man wearing a U.S. Navy sailor uniform with visible collar stripes, shown in profile against a dark background."
237,75-0213,,,military uniform; world war i era; portrait photograph; soldier; black and white photograph,"A black and white portrait photograph of a man in World War I military uniform wearing a campaign hat, with a patterned neckerchief visible at his neck."
238,75-0214,Martin Beiswanger,1918,portrait photograph; military uniform; world war i era; black and white; men,"A black and white portrait photograph from 1918 showing Martin Beiswanger in military uniform with visible insignia and buttons, with another uniformed figure partially visible in the background."
239,75-0215,,,portrait photograph; military uniform; soldier; world war era; black and white photograph,"A black and white portrait photograph of a man in military uniform wearing a wide-brimmed hat, presented in an oval vignette format typical of early 20th-century military service photographs."
240,75-0216,,,portrait; military uniform; black and white photograph; early 20th century; formal pose,"A black and white portrait photograph of a young man in military uniform with visible buttons and collar insignia, posed formally against a plain background."
241,75-0217,,,portrait photograph; military uniform; world war i era; man; black and white photograph,"A black and white portrait photograph of a man wearing a World War I-era military uniform with distinctive large chest pockets and buttons, photographed against a dark background."
242,75-0219,,,portrait; cowboy hat; black and white photograph; male; early 20th century,"A black and white portrait photograph of a young man wearing a wide-brimmed cowboy hat and collared shirt, with partial text visible at the top of the image."
243,75-0220,Henry G. Flaity,1918,portrait; naval uniform; sailor; aeronautic station; black and white photograph,"A 1918 black and white portrait photograph of Henry G. Flaity wearing a U.S. Navy sailor uniform with a headband reading ""AERONAUTIC STATION"" and an eagle insignia visible on his chest."
244,75-0221,,,portrait; man; formal attire; black and white photograph; early 20th century,"A formal black and white portrait photograph of a man wearing a dark suit and white collared shirt, photographed against a dark background in what appears to be the early 20th century style."
245,75-0222,,,construction crane; downtown street; mid-century; black and white photograph; corning ny,"A black and white photograph showing a large construction crane lifting a statue or monument on a downtown Corning street, with workers, vintage automobiles, and multi-story commercial buildings visible in the background."
246,75-0223,Corning Free Academy,1928,corning free academy; sports team; 1928; brick building; black and white photograph,"A 1928 team photograph of the Corning Free Academy showing approximately 20 male students and faculty members wearing dark uniforms with ""C"" letters, posed in front of a brick building with large wooden doors."
247,75-0224,,,downtown street; unpaved road; nineteenth century architecture; brick buildings; black and white photograph,"A wide unpaved street in downtown Corning, NY lined with substantial brick commercial buildings on both sides, with pedestrians and horse-drawn vehicles visible, and mature trees in the distance, photographed in black and white."
248,75-0225,Class Pictures ,1923,class picture; corning free academy; 1923; formal group portrait; black and white photograph,"A formal 1923 class photograph of Corning Free Academy students arranged in three rows outdoors with trees in the background, featuring young women in white dresses holding bouquets in the front rows and young men in suits in the back row."
249,75-0225,Corning Free Academy,1923,class picture; corning free academy; 1923; formal group portrait; black and white photograph,"A formal 1923 class photograph of Corning Free Academy students arranged in three rows outdoors with trees in the background, featuring young women in white dresses holding bouquets in the front rows and young men in suits in the back row."
250,75-0226,"Erie Railroad, Corning, N.Y. ",1911,erie depot; steam locomotive; corning new york; railroad station; early 1900s,"A black and white photograph labeled ""Erie Depot, Corning, New York"" showing a steam locomotive at the station platform with depot buildings, utility poles, and crowds of people gathered around the train circa 1911."
251,75-0227,,,downtown corning; brick buildings; 1930s-1940s automobiles; street scene; black and white photograph,"A black and white photograph of downtown Corning, NY showing a main street lined with multi-story brick commercial buildings, vintage automobiles parked along the street, visible storefronts including a ""Lounge Bar"" and ""Drugs"" sign, and a street clock on the right side, depicting a mid-20th century American downtown commercial district."
252,75-0229,"First Street, Corning, N.Y. ",1913,first street; corning new york; tree-lined street; early 1900s; residential architecture,"A black and white photograph showing First Street east from Pine Street in Corning, N.Y., featuring a tree-canopied residential street with Victorian-era houses, white picket fences, and a dirt road stretching into the distance, circa 1913."
253,75-0230,Chemung River ,1911,chemung river; corning ny; industrial waterfront; steel bridge; early 1900s,"A black and white photograph labeled ""Chemung River Scene, CORNING, N.Y."" shows an industrial riverside landscape from 1911 featuring a steel truss bridge, factory buildings with smokestacks, and residential structures along the riverbank beneath rolling hills."
254,75-0231,"Northside, Corning, New York",1911,northside corning; elevated view; residential buildings; early 1900s; black and white photograph,"A 1911 black and white photograph showing an elevated view of the Northside neighborhood in Corning, New York, with residential and institutional buildings scattered among bare trees and vegetation, with hills visible in the distant background."
255,75-0232,,,tree-lined street; residential neighborhood; early 20th century; corning ny; black and white photograph,"A black and white photograph showing a tree-lined residential street in Corning, New York, with Victorian-era houses on both sides, a dirt road, and a building with decorative stars visible in the distance, captioned ""Looking West from Clark Street, Corning, N.Y."""
256,75-0233,"First Street, Corning, N.Y. ",1908,first street; corning new york; tree-lined street; early 1900s; black and white photograph,"This 1908 photograph shows First Street east from Pine Street in Corning, N.Y., depicting a tree-canopied residential street with brick buildings on both sides and a horse-drawn carriage visible in the distance."
257,75-0234,,,market street; corning new york; downtown street; early 20th century; streetcar tracks; brick buildings; black and white photograph,"This historical photograph shows Market Street in Corning, N.Y., featuring a wide downtown street lined with multi-story brick commercial buildings, streetcar tracks running down the center, pedestrians and early automobiles, and storefronts with awnings along both sides of the street."
258,75-0235,"Erie Railroad Depot, Painted Post, N.Y. ",1916,erie railroad depot; painted post new york; railroad station; 1916; black and white photograph,"This 1916 black and white photograph shows the Erie Railroad Station in Painted Post, New York, a single-story brick building with a sloped roof and chimney, with several men standing on the platform beside railroad tracks in the foreground."
259,75-0236,,,corning ny; pine street; downtown street; town clock; opera house; black and white photograph,"A black and white photograph of Pine Street in Corning, NY, looking north from First Street, showing the Opera-House on the left, a prominent Town Clock in the center, the Presbyterian Church on the right, bare trees lining the street, utility poles, and period buildings typical of early-to-mid 20th century small-town America."
260,75-0237,Corning Glass Works Equipment & Machinery,,corning glass works; industrial machinery; factory worker; mid-twentieth century; black and white photograph,"A factory worker in a white shirt inspects or maintains a large piece of Corning Glass Works equipment mounted on a wheeled platform, with visible engine components, piping, and industrial machinery in an indoor factory setting."
261,75-0238,"Corning, New York",1915,state road; white fence; tree-lined road; rural landscape; black and white photograph,"A 1915 photograph labeled ""State Road near Corning, N.Y."" showing a paved road with white wooden railings on both sides, flanked by large trees and dense vegetation in a rural setting."
262,75-0239,Mrs. Bebout,1946,telephone switchboard; corning glass works; 1946; woman operator; black and white photograph,"Mrs. Bebout operates the Corning Glass Works telephone switchboard in 1946, seated at a large panel with numerous connection ports while wearing a headset and speaking into a microphone."
263,75-0239,Corning Glass Works Telephone Switch Board,1946,telephone switchboard; corning glass works; 1946; woman operator; black and white photograph,"Mrs. Bebout operates the Corning Glass Works telephone switchboard in 1946, seated at a large panel with numerous connection ports while wearing a headset and speaking into a microphone."
264,75-0240,Corning Glass Works Equipment & Machinery,,corning glass works; industrial machinery; factory equipment; black and white photograph; mid-20th century,"This black and white photograph shows industrial glassmaking equipment at the Corning Glass Works facility, featuring various mechanical apparatus including motors, pipes, and processing equipment typical of mid-20th century glass manufacturing operations."
265,75-0241,,,promotional poster; city of corning; new york; vintage advertisement; black and white,"A promotional poster for the City of Corning, New York advertising a ""$1000"" prize or incentive, featuring decorative clouds, industrial imagery, and handwritten annotations, with text referencing the city's location in Steuben County and New York State."
266,75-0242,"Denison Park, Corning, N.Y. ",1910,denison park; arched bridge; pond; landscaped grounds; early 1900s black and white photograph,"This 1910 photograph of Denison Park in Corning, New York shows a scenic arched bridge spanning a pond surrounded by manicured landscaping, mature trees, and distant buildings in a pastoral park setting."
267,75-0243,"Couthouse Park, Corning, New York",1911,courthouse park; corning new york; park bench; tree-lined path; black and white photograph,"A black and white photograph from 1911 showing a park bench along a winding path in Courthouse Park, Corning, N.Y., with mature trees lining both sides of the walkway and manicured grass slopes visible in the composition."
268,75-0244,"Couthouse Park, Corning, New York",1917,,
269,75-0246,"City Hall, Corning, N.Y. ",1909,corning city hall; fire department; victorian architecture; brick building; 1909 photograph,"This 1909 black and white photograph shows the Corning, New York City Hall and Fire Department building, a distinctive Victorian-era structure featuring multiple turrets with pointed spires, arched windows, and stone foundation, located at a street corner in downtown Corning."
270,75-0246,"Fire Department, Corning, N.Y. ",1909,corning city hall; fire department; victorian architecture; brick building; 1909 photograph,"This 1909 black and white photograph shows the Corning, New York City Hall and Fire Department building, a distinctive Victorian-era structure featuring multiple turrets with pointed spires, arched windows, and stone foundation, located at a street corner in downtown Corning."
271,75-0247,Corning Free Academy,1970,corning free academy; brick building; clock tower; architectural detail; black and white photograph,"This black and white photograph shows the front facade of the Corning Free Academy building, featuring a prominent brick clock tower with a clock face, arched windows, and ornamental architectural details, with the building name visible at the base."
272,75-0248,"Centerway Square, Corning, N.Y. ",1926,,
273,75-0248,"Clocktower, Corning, N.Y. ",1926,,
274,75-0249,Corning Free Academy,1960s,corning free academy; students; 1960s; black and white photograph; school event,"A black and white photograph from the 1960s showing Corning Free Academy students gathered together at what appears to be a school event or assembly, with partial text visible at the top of the image."
275,75-0250,,,opera house; conservatory of music; brick building; storefront; early 20th century; black and white photograph,"A black and white photograph of the Opera House building in Corning, NY, showing a multi-story brick structure with arched windows, ground-floor storefronts including a Conservatory of Music and Opera House Pharmacy, and awnings, with a bicycle visible on the street level."
276,75-0251,,,decorative tilework; architectural detail; black and white photograph; historic building facade; ornamental tiles,"A black and white photograph showing a detailed view of a historic building facade featuring decorative ceramic tilework arranged in a grid pattern, a peaked roof with scalloped shingles and a circular vent, a recessed doorway with an ornamental surround on the left, and a multi-paned window on the right."
277,75-0252,"City Club, Corning, N.Y. ",1909,city club; corning new york; ivy-covered building; 1909; black and white photograph,"This 1909 photograph shows the City Club building in Corning, New York, a substantial structure heavily covered in ivy with white railings and steps leading to the entrance, surrounded by mature trees."
